name,tweet1,tweet2,photo1,photo2
sora,Did you know that Sora can dive underwater? #ornithology  http://wjoonline.org/doi/abs/10.1676/17-046.1,"Sora also, have great butt wiggle. ",C:\Users\amf698\Dropbox\Photos\Picture1.png,C:\Users\amf698\Dropbox\Photos\sora.jpg
